"November 23, 2021",,,
"November 24, 2021",,,
"November 25, 2021",,,
"November 26, 2021",,,
"November 27, 2021",static stretches,,
"November 28, 2021",static stretches,,
"November 29, 2021",1x sun salutation,,
"November 30, 2021","https://www.alomoves.com/series/standing-sun-salutation/workouts/11663
https://www.alomoves.com/series/standing-sun-salutation/workouts/11663",Y,solid simple no arms sunnies flow
"December 1, 2021",https://www.alomoves.com/series/standing-sun-salutation/workouts/11663,,
"December 2, 2021","hands free free flow
https://www.alomoves.com/series/standing-sun-salutation/workouts/11663",,
"December 3, 2021",,,
"December 4, 2021",,,
"December 5, 2021",1x hands free sun salutation,,
"December 6, 2021",4x hands free sun salutations + 4x awakening yoga sun salutations,,
"December 7, 2021",no hands sun salutation + awakening yoga free flow,,
"December 8, 2021",https://www.alomoves.com/series/awaken/workouts/10551,Y,"solid, simple no arms quiet and slow exploration with a weird teacher lady"
"December 9, 2021","https://www.alomoves.com/series/morning-sunrise/workouts/11969
https://www.alomoves.com/series/hands-free-stability-power/workouts/12005
no hands free flow",Y,dope dope dope hands free stability and power. quick and simple and fun 1 leg squat and balance sequences
"December 10, 2021",no hands free flow,,
"December 11, 2021",,,
"December 12, 2021",,,
"December 13, 2021",no hands free flow,,
"December 14, 2021",https://www.alomoves.com/series/hands-free-yoga/workouts/12341,Y,"solid, simple hands free. not much of a flow but a lot of good postures"
"December 15, 2021",https://www.alomoves.com/series/post-gym-yoga/workouts/11137,Y,"quiet, hands free stretches"
"December 16, 2021",,,
"December 17, 2021",,,
"December 18, 2021",,,
"December 19, 2021",,,
"December 20, 2021","https://www.alomoves.com/series/standing-sun-salutation/workouts/11663
https://www.alomoves.com/series/awaken-your-practice/workouts/11807",Y,
"December 21, 2021",108 hands free sun salutations w/ balance poses,,
"December 22, 2021",https://www.alomoves.com/series/seven/workouts/10295,Y,bruh such a fun hands free balance flow
